Group	p.adj
R175H-Null	0.99994491253354
R248Q-Null	0.787621674667177
R273H-Null	0.733322849982744
WildType-Null	0.188221758966526
R248Q-R175H	0.597705861238347
R273H-R175H	0.534240785782752
WildType-R175H	0.0533338979853568
R273H-R248Q	0.999862485127208
WildType-R248Q	0.601129266889305
WildType-R273H	0.75498166785507
