Group	p.adj
R175H-Null	0.999958084849958
R248Q-Null	0.981486128271236
R273H-Null	0.999995929660083
WildType-Null	0.926467704874108
R248Q-R175H	0.937278083152977
R273H-R175H	0.999495424362432
WildType-R175H	0.798634683959626
R273H-R248Q	0.967006686061464
WildType-R248Q	0.997777148112394
WildType-R273H	0.825091577362009
