Group	p.adj
R175H-Null	0.800305121100252
R248Q-Null	0.999989273652451
R273H-Null	0.994312007946026
WildType-Null	0.999873373774932
R248Q-R175H	0.68222558062944
R273H-R175H	0.358364437739384
WildType-R175H	0.403299575491094
R273H-R248Q	0.964989406601434
WildType-R248Q	0.996114066741486
WildType-R273H	0.993249629473037
