Group	p.adj
R175H-Null	0.925116406007833
R248Q-Null	0.623180306110039
R273H-Null	0.47956951056244
WildType-Null	0.2243077345932
R248Q-R175H	0.97969530323261
R273H-R175H	0.91938838011037
WildType-R175H	0.690493330515301
R273H-R248Q	0.997206036492739
WildType-R248Q	0.9109695295892
WildType-R273H	0.993088502016444
